Nest_Name,Nest_Latitude,Nest_Longitude,Year_Discovered,Number_Of_Items,Camera_trap_deployed
06N18Z,32.453,-2.100,2006,3,No
06N19A,33.118,-2.472,2006,3,No
06N19E,33.248,-3.208,2006,2,No
06N19H,32.326,-2.333,2006,3,No
06N19M,32.302,-2.416,2006,3,No
06N19Q,32.298,-2.262,2006,2,No
06N19S,32.948,-2.512,2006,3,No
06N19T,32.318,-1.582,2006,3,No
06N19Z,32.462,-2.386,2006,2,No
06N20A,33.054,-2.623,2006,3,No
06N20C,32.390,-2.628,2006,1,No
06N20E,33.300,-2.987,2006,2,No
06N20H,32.304,-2.331,2006,3,No
06N20M,32.317,-2.361,2006,3,No
06N20Q,32.431,-2.441,2006,3,No
06N20S,32.781,-2.705,2006,3,No
06N20T,32.313,-1.562,2006,3,No
06N20Z,32.430,-2.501,2006,,No
06N21A,33.113,-2.106,2006,3,No
06N21E,33.355,-2.931,2006,3,No
06N21H,32.301,-2.355,2006,3,No
06N21M,32.323,-2.347,2006,3,No
06N21Q,32.399,-2.319,2006,3,No
06N21S,32.674,-2.802,2006,3,No
06N21T,32.313,-1.566,2006,3,No
06N21Z,32.447,-2.342,2006,3,No
06N22A,33.052,-2.951,2006,3,No
06N22E,33.329,-2.688,2006,3,No
06N22H,32.325,-2.271,2006,3,No
06N22M,32.318,-2.328,2006,3,No
06N22Q,32.331,-2.256,2006,2,No
06N22S,33.267,-3.959,2006,2,No
06N22T,32.302,-1.561,2006,3,No
06N22Z,32.420,-2.278,2006,2,No
06N23A,33.312,-2.696,2006,3,No
06N23E,33.507,-2.789,2006,2,No
06N23H,32.337,-2.303,2006,2,No
06N23M,32.311,-2.325,2006,3,No
06N23Q,32.339,-2.278,2006,3,No
06N23S,32.432,-2.401,2006,3,No
06N23T,32.294,-1.569,2006,3,No
06N23Z,32.736,-1.682,2006,,No
06N24A,33.743,-3.139,2006,3,No
06N24E,33.220,-4.030,2006,1,No
06N24H,32.382,-2.108,2006,3,No
06N24M,32.312,-2.334,2006,2,No
06N24Q,32.320,-2.277,2006,3,No
06N24S,33.135,-3.967,2006,3,No
06N24T,32.281,-1.576,2006,3,No
06N24Z,32.297,-1.587,2006,2,No
06N25E,33.250,-3.888,2006,2,No
06N25H,32.202,-2.391,2006,3,No
06N25M,32.303,-2.286,2006,3,No
06N25Q,32.319,-2.273,2006,2,No
06N25S,33.288,-3.879,2006,3,No
06N25T,32.289,-1.557,2006,3,No
06N25Z,32.291,-1.578,2006,,No
06N26A,33.601,-2.676,2006,3,No
06N26E,33.342,-2.821,2006,3,No
06N26H,32.428,-2.331,2006,3,No
06N26M,32.312,-2.291,2006,3,No
06N26Q,32.232,-2.411,2006,1,No
06N26S,32.738,-2.726,2006,3,No
06N26T,32.286,-1.559,2006,3,No
06N26Z,32.267,-1.601,2006,3,No
06N27A,33.125,-2.467,2006,3,No
06N27E,33.448,-2.199,2006,3,No
06N27H,33.050,-2.200,2006,2,No
06N27M,32.293,-2.274,2006,,No
06N27Q,32.280,-2.425,2006,3,No
06N27S,33.265,-2.154,2006,3,No
06N27T,32.277,-1.534,2006,3,No
06N27Z,32.441,-1.642,2006,3,No
06N28A,33.281,-3.047,2006,2,No
06N28E,32.933,-2.216,2006,3,No
06N28H,33.347,-2.713,2006,2,No
06N28M,32.319,-2.267,2006,2,No
06N28Q,32.287,-2.419,2006,2,No
06N28S,32.929,-2.578,2006,3,No
06N28T,32.293,-1.544,2006,3,No
06N28Z,32.516,-1.542,2006,3,No
06N29A,33.642,-3.208,2006,3,No
06N29E,33.260,-3.935,2006,2,No
06N29H,32.636,-2.519,2006,3,No
06N29M,32.317,-2.280,2006,3,No
06N29Q,33.293,-3.938,2006,2,No
06N29T,32.349,-1.674,2006,2,No
06N29Z,32.453,-1.485,2006,3,No
06N30A,33.571,-3.189,2006,3,No
06N30E,33.275,-3.933,2006,2,No
06N30H,32.651,-2.549,2006,3,No
06N30M,32.419,-2.096,2006,3,No
06N30Q,33.290,-3.949,2006,2,No
06N30T,32.353,-1.631,2006,3,No
06N30Z,32.677,-2.077,2006,3,No
06N31A,33.270,-2.767,2006,1,No
06N31E,33.182,-3.924,2006,2,No
06N31H,32.652,-2.537,2006,3,No
06N31M,32.429,-2.121,2006,2,No
06N31T,32.361,-1.620,2006,3,No
06N31Z,32.665,-2.186,2006,4,No
06N32A,33.280,-2.926,2006,2,No
06N32E,32.419,-2.596,2006,2,No
06N32H,32.681,-2.832,2006,3,No
06N32M,32.426,-2.120,2006,2,No
06N32Q,33.622,-2.890,2006,3,No
06N32T,32.326,-1.590,2006,3,No
06N32Z,32.653,-2.554,2006,,No
06N33A,33.214,-4.048,2006,3,No
06N33H,32.643,-2.519,2006,3,No
06N33M,32.406,-2.154,2006,2,No
06N33Q,33.430,-1.856,2006,3,No
06N33T,32.269,-1.588,2006,3,No
06N33Z,32.404,-2.705,2006,2,No
06N34H,33.337,-2.679,2006,2,No
06N34M,32.377,-2.169,2006,2,No
06N34Q,33.322,-2.547,2006,3,No
06N34T,32.262,-1.594,2006,3,No
06N34Z,32.197,-2.342,2006,1,No
06N35A,33.171,-2.090,2006,2,No
06N35M,32.368,-2.159,2006,3,No
06N35Q,33.090,-4.519,2006,2,No
06N35T,32.497,-1.543,2006,3,No
06N35Z,32.315,-2.316,2006,2,No
06N36A,33.597,-3.178,2006,2,No
06N36M,32.372,-2.139,2006,3,No
06N36Q,32.334,-2.311,2006,3,No
06N36T,32.512,-1.509,2006,3,No
06N36Z,32.339,-2.253,2006,2,No
06N37A,33.234,-3.904,2006,2,No
06N37M,32.339,-2.340,2006,3,No
06N37Q,32.304,-2.334,2006,2,No
06N37T,32.425,-1.636,2006,3,No
06N37Z,32.351,-2.211,2006,2,No
06N38A,32.861,-3.985,2006,2,No
06N38M,32.333,-2.342,2006,3,No
06N38Q,32.417,-2.426,2006,3,No
06N38T,32.512,-2.112,2006,3,No
06N38Z,32.411,-1.617,2006,3,No
06N39A,33.178,-2.640,2006,3,No
06N39M,32.329,-2.315,2006,3,No
06N39Q,32.562,-2.354,2006,2,No
06N39T,32.382,-2.262,2006,2,No
06N39Z,32.452,-1.637,2006,3,No
06N40A,33.020,-2.770,2006,2,No
06N40M,32.304,-2.254,2006,3,No
06N40Q,32.495,-2.134,2006,3,No
06N40T,32.408,-2.255,2006,3,No
06N40Z,32.506,-1.551,2006,3,No
06N41M,32.439,-2.285,2006,3,No
06N41Q,32.532,-1.435,2006,3,No
06N41T,32.444,-2.278,2006,3,No
06N41Z,32.483,-1.508,2006,3,No
06N42M,32.446,-2.317,2006,3,No
06N42Q,32.307,-2.360,2006,3,No
06N42T,32.447,-2.312,2006,3,No
06N42Z,32.645,-2.427,2006,3,No
06N43M,33.164,-2.877,2006,3,No
06N43Q,32.483,-2.712,2006,4,No
06N43T,32.467,-2.384,2006,3,No
06N43Z,32.693,-2.446,2006,3,No
06N44M,32.914,-2.940,2006,3,No
06N44Q,32.533,-2.322,2006,2,No
06N44T,32.435,-2.328,2006,3,No
06N44Z,32.638,-2.439,2006,3,No
06N45M,33.232,-3.093,2006,2,No
06N45Q,33.093,-4.551,2006,2,No
06N45T,32.337,-2.251,2006,3,No
06N45Z,32.667,-2.511,2006,3,No
06N46M,33.388,-2.951,2006,3,No
06N46Q,32.557,-2.356,2006,3,No
06N46T,32.325,-2.268,2006,4,No
06N46Z,32.859,-2.079,2006,2,No
06N47M,33.303,-2.692,2006,3,No
06N47Q,32.461,-1.624,2006,2,No
06N47T,32.357,-2.201,2006,2,No
06N47Z,32.509,-2.572,2006,,No
06N48M,32.263,-2.160,2006,2,No
06N48Q,32.462,-1.628,2006,2,No
06N48T,32.371,-2.112,2006,3,No
06N48Z,32.556,-2.648,2006,3,No
06N49M,32.424,-2.269,2006,2,No
06N49Q,32.584,-2.314,2006,2,No
06N49T,32.315,-2.347,2006,3,No
06N49Z,32.543,-2.544,2006,3,No
06N50M,32.387,-2.276,2006,3,No
06N50Q,32.533,-1.428,2006,3,No
06N50T,32.312,-2.308,2006,3,No
06N50Z,32.662,-2.531,2006,3,No
06N51M,32.390,-2.666,2006,2,No
06N51Q,33.186,-4.008,2006,3,No
06N51T,32.339,-2.314,2006,2,No
06N51Z,32.532,-1.421,2006,2,No
06N52M,32.394,-2.664,2006,3,No
06N52Q,33.470,-2.626,2006,2,No
06N52T,32.226,-2.307,2006,3,No
06N52Z,32.523,-1.399,2006,3,No
06N53M,32.432,-2.361,2006,2,No
06N53Q,33.272,-3.115,2006,2,No
06N53T,32.176,-2.573,2006,3,No
06N53Z,32.494,-1.515,2006,2,No
06N54M,32.565,-2.368,2006,3,No
06N54Q,33.165,-3.120,2006,1,No
06N54T,32.154,-2.609,2006,2,No
06N54Z,32.670,-2.439,2006,3,No
06N55M,33.252,-2.842,2006,3,No
06N55Q,32.466,-2.937,2006,2,No
06N55T,32.453,-1.579,2006,3,No
06N55Z,32.753,-2.585,2006,3,No
06N56M,33.339,-2.816,2006,3,No
06N56Q,32.654,-2.586,2006,3,No
06N56T,32.429,-1.625,2006,3,No
06N56Z,32.781,-2.709,2006,3,No
06N57M,33.509,-3.187,2006,1,No
06N57Q,32.648,-2.561,2006,3,No
06N57T,32.448,-1.616,2006,3,No
06N57Z,32.856,-2.640,2006,3,No
06N58M,33.482,-3.076,2006,3,No
06N58Q,33.477,-3.330,2006,2,No
06N58T,32.439,-1.639,2006,3,No
06N58Z,32.819,-2.443,2006,3,No
06N59M,32.339,-2.314,2006,4,No
06N59Q,33.036,-2.735,2006,2,No
06N59T,32.422,-1.640,2006,,No
06N59Z,32.972,-2.208,2006,3,No
06N60M,32.295,-2.322,2006,2,No
06N60Q,33.133,-2.227,2006,2,No
06N60T,32.606,-1.475,2006,4,No
06N60Z,33.031,-2.214,2006,,No
06N61M,32.533,-1.443,2006,3,No
06N61Q,33.340,-2.866,2006,2,No
06N61T,32.531,-1.497,2006,3,No
06N61Z,33.190,-2.097,2006,3,No
06N62M,32.455,-1.634,2006,3,No
06N62Q,33.094,-2.979,2006,3,No
06N62Z,33.339,-2.670,2006,3,No
06N63M,32.354,-1.606,2006,3,No
06N63Q,33.002,-2.842,2006,2,No
06N63T,32.189,-2.423,2006,,No
06N63Z,33.489,-2.804,2006,2,No
06N64M,32.354,-1.622,2006,3,No
06N64T,32.197,-2.394,2006,3,No
06N64Z,33.158,-2.213,2006,2,No
06N65M,32.417,-2.703,2006,3,No
06N65T,32.428,-2.410,2006,3,No
06N65Z,33.142,-2.239,2006,3,No
06N66M,32.458,-2.817,2006,3,No
06N66T,32.673,-2.095,2006,4,No
06N66Z,33.579,-3.157,2006,3,No
06N67M,32.251,-2.743,2006,3,No
06N67T,32.703,-2.383,2006,3,No
06N67Z,32.505,-2.550,2006,2,No
06N68M,32.519,-2.918,2006,2,No
06N68T,32.685,-2.392,2006,1,No
06N68Z,32.547,-2.585,2006,3,No
06N69M,33.279,-1.998,2006,3,No
06N69T,32.684,-2.399,2006,,No
06N69Z,32.486,-2.884,2006,3,No
06N70M,33.187,-2.143,2006,3,No
06N70T,32.669,-2.416,2006,3,No
06N70Z,33.008,-2.113,2006,3,No
06N71M,33.302,-2.870,2006,3,No
06N71T,32.764,-2.426,2006,3,No
06N71Z,32.698,-2.449,2006,3,No
06N72M,33.160,-2.004,2006,2,No
06N72T,32.864,-2.670,2006,3,No
06N72Z,32.545,-2.508,2006,1,No
06N73T,32.860,-2.661,2006,3,No
06N73Z,33.167,-2.099,2006,,No
06N74T,32.738,-2.593,2006,2,No
06N74Z,33.157,-2.256,2006,3,No
06N75T,32.744,-2.597,2006,2,No
06N75Z,33.146,-2.251,2006,2,No
06N76T,32.290,-1.584,2006,,No
06N76Z,33.008,-2.166,2006,3,No
06N77T,32.287,-1.588,2006,3,No
06N77Z,32.594,-1.476,2006,3,No
06N78T,32.278,-1.523,2006,3,No
06N79T,32.362,-1.606,2006,3,No
06N80T,32.384,-1.617,2006,,No
06N81T,32.366,-2.198,2006,3,No
06N82T,32.323,-2.346,2006,3,No
06N83T,32.282,-1.694,2006,3,No
06N84T,32.614,-1.506,2006,3,No
06N85T,32.787,-2.680,2006,3,No
06N86T,33.158,-2.016,2006,2,No
06N87T,32.540,-2.515,2006,1,No
06N88T,32.463,-1.627,2006,2,No
06N89T,32.415,-2.486,2006,2,No
06N90T,32.907,-2.890,2006,3,No
06N91T,32.745,-2.530,2006,3,No
06N92T,32.361,-2.112,2006,1,No
06N93T,32.727,-1.802,2006,2,No
06N94T,32.735,-1.809,2006,3,No
06N95T,33.206,-4.069,2006,2,No
06N99T,29.110,-9.238,2006,3,No
07N001,33.215,-3.253,2007,3,No
07N002,33.188,-3.224,2007,3,No
07N003,33.208,-3.368,2007,3,No
07N004,33.256,-2.789,2007,2,No
07N005,33.317,-3.166,2007,3,No
07N006,33.102,-3.102,2007,3,No
07N007,33.068,-2.952,2007,3,No
07N008,33.507,-3.191,2007,3,No
07N009,33.286,-3.304,2007,3,No
07N010,33.262,-3.257,2007,3,No
07N011,33.242,-3.267,2007,2,No
07N012,33.602,-3.149,2007,3,No
07N013,33.661,-3.063,2007,3,No
07N014,32.968,-3.642,2007,2,No
07N015,32.884,-3.935,2007,3,No
07N016,32.914,-3.655,2007,3,No
07N017,32.963,-3.661,2007,2,No
07N018,33.174,-3.747,2007,3,No
07N01A,33.004,-4.087,2007,2,No
07N01D,32.834,-3.970,2007,3,No
07N01E,33.221,-4.031,2007,1,No
07N01G,33.067,-4.548,2007,3,No
07N01H,32.702,-2.830,2007,3,No
07N01I,33.197,-3.077,2007,3,No
07N01L,33.244,-3.968,2007,3,No
07N01M,33.331,-2.747,2007,3,No
07N01N,32.528,-2.512,2007,3,No
07N01O,29.900,-7.480,2007,2,No
07N01P,32.477,-2.560,2007,3,No
07N01Q,32.276,-2.421,2007,3,No
07N01S,33.266,-3.864,2007,2,No
07N01T,32.765,-2.607,2007,2,No
07N01V,33.140,-3.965,2007,3,No
07N01X,33.116,-3.806,2007,3,No
07N01Z,32.374,-2.123,2007,2,No
07N020,33.121,-3.780,2007,3,No
07N021,32.860,-4.008,2007,3,No
07N022,32.848,-3.975,2007,3,No
07N023,32.863,-3.721,2007,3,No
07N024,32.940,-3.952,2007,1,No
07N025,32.998,-3.681,2007,2,No
07N026,33.043,-3.737,2007,3,No
07N027,33.683,-2.935,2007,2,No
07N028,33.141,-3.721,2007,3,No
07N029,32.790,-4.009,2007,3,No
07N02D,33.272,-3.933,2007,3,No
07N02E,33.222,-3.767,2007,3,No
07N02G,33.077,-4.539,2007,2,No
07N02H,33.234,-3.904,2007,3,No
07N02I,33.296,-2.963,2007,3,No
07N02J,33.036,-2.943,2007,3,No
07N02L,33.258,-3.944,2007,3,No
07N02M,33.157,-2.773,2007,3,No
07N02N,32.571,-2.289,2007,2,No
07N02Q,32.292,-2.424,2007,3,No
07N02S,32.304,-2.270,2007,3,No
07N02T,32.494,-2.544,2007,3,No
07N02U,32.342,-2.306,2007,3,No
07N02V,33.187,-4.060,2007,3,No
07N02X,33.142,-3.716,2007,3,No
07N02Z,32.495,-2.539,2007,3,No
07N030,32.801,-4.026,2007,3,No
07N031,33.131,-3.704,2007,3,No
07N032,32.956,-3.630,2007,3,No
07N033,32.424,-2.272,2007,2,No
07N034,32.326,-2.256,2007,3,No
07N035,32.293,-2.260,2007,2,No
