Reference_Observation_Point_Name,Reference_Observation_Point_Latitude,Reference_Observation_Point_Longitude,Real_Observation_Point_Name,Real_Observation_Point_Date,Real_Observation_Point_Latitude,Real_Observation_Point_Longitude,Display_Station_Name,Display_Station_Latitude,Display_Station_Longitude,Displaying_Male_Number
P05-8,33.203,-4.046,P05-8,3/5/2005 6:00,33.20322,-4.04595,05P47S,33.20862,-4.05432,1
P07-8,33.269,-3.999,P07-8,10/5/2005 0:00,33.2688,-3.99921,NULL,NULL,NULL,1
P07-5,33.235,-3.948,P07-5,10/1/2006 9:33,33.23492,-3.94798,NULL,NULL,NULL,1
P07-6,33.246,-3.965,P07-6,10/1/2006 9:50,33.24637,-3.9645,NULL,NULL,NULL,1
P04-1,33.136,-3.921,P04-1,16/01/2006 00:00:00,33.13625,-3.92145,NULL,NULL,NULL,1
P05-1,33.167,-3.891,P05-1,18/01/2006 08:03:00,33.16659,-3.89124,NULL,NULL,NULL,1
P05-3,33.172,-3.937,P05-3,18/01/2006 16:55:00,33.17236,-3.93711,NULL,NULL,NULL,1
P04-5,33.176,-3.991,P04-5,23/01/2006 08:26:00,33.17586,-3.9908,NULL,NULL,NULL,1
P05-3,33.172,-3.937,P05-3,25/01/2006 00:00:00,33.17236,-3.93711,NULL,NULL,NULL,1
P02-3,33.120,-4.008,P02-3,28/01/2006 07:57:00,33.11964,-4.008,NULL,NULL,NULL,1
P08-1,33.204,-3.864,P08-1,30/01/2006 07:15:00,33.20401,-3.86441,NULL,NULL,NULL,1
P08-6,33.255,-3.958,P08-6,30/01/2006 09:35:00,33.25544,-3.9577,NULL,NULL,NULL,1
P12-4,33.310,-3.846,P12-4,1/2/2006 8:50,33.30964,-3.84591,NULL,NULL,NULL,1
P02-2,33.110,-3.988,P02-2,2/2/2006 0:00,33.10997,-3.98805,NULL,NULL,NULL,1
P06-7,33.230,-4.005,P06-7,18/01/2006 00:00:00,33.23025,-4.00459,NULL,NULL,NULL,1
P08-2,33.216,-3.883,P08-2,18/01/2006 00:00:00,33.21649,-3.88286,NULL,NULL,NULL,1
P02-2,33.110,-3.988,P02-2,28/01/2006 07:26:00,33.10997,-3.98805,NULL,NULL,NULL,1
P09-7,33.280,-3.949,P09-7,3/2/2006 9:17,33.28004,-3.94882,NULL,NULL,NULL,1
P10-4,33.281,-3.888,P10-4,10/2/2006 8:10,33.28101,-3.88759,06P15S,33.27778,-3.90138,1
P10-4,33.281,-3.888,P10-4,10/2/2006 8:10,33.28101,-3.88759,06P14S,33.28731,-3.88993,1
P05-6,33.180,-4.015,P05-6,14/02/2006 09:06:00,33.17974,-4.01499,NULL,NULL,NULL,1
P06-9,33.236,-4.032,P06-9,14/02/2006 16:28:00,33.23574,-4.03174,NULL,NULL,NULL,1
P09-7,33.280,-3.949,P09-7,18/02/2006 08:22:00,33.28004,-3.94882,NULL,NULL,NULL,1
P03-5B,33.163,-4.082,P03-5b,28/02/2006 07:11:00,33.16251,-4.08175,NULL,NULL,NULL,1
P10-5,33.286,-3.910,P10-5,3/3/2006 7:30,33.2862,-3.9097,06P43L,33.27408,-3.92512,1
P11-2,33.269,-3.846,P11-2,7/3/2006 7:10,33.26859,-3.84598,06P29D,33.25595,-3.84454,1
P11-2,33.269,-3.846,P11-2,7/3/2006 7:10,33.26859,-3.84598,06P28D,33.27516,-3.85409,1
P07-5,33.235,-3.948,P07-5,22/02/2006 08:35:00,33.23492,-3.94798,06P16V,33.22978,-3.94747,1
P07-5,33.235,-3.948,P07-5,22/02/2006 08:35:00,33.23492,-3.94798,06P17V,33.23163,-3.9414,1
P04-2,33.145,-3.936,P04-2,27/02/2006 07:09:00,33.14471,-3.93644,06P01C,33.14571,-3.94518,1
P08-2,33.216,-3.883,P08-2,2/3/2006 7:38,33.21649,-3.88286,06P32V,33.22023,-3.89455,1
P10-4,33.281,-3.888,P10-4,8/3/2006 6:40,33.28101,-3.88759,06P30D,33.27143,-3.8826,1
P07-7,33.255,-3.993,P07-7,15/03/2006 07:11:00,33.25453,-3.99276,06P39V,33.23148,-4.00677,1
P06-6,33.221,-3.985,P06-6,20/03/2006 07:44:00,33.22106,-3.98526,NULL,NULL,NULL,1
P10-1,33.254,-3.829,P10-1,21/03/2006 05:59:00,33.25445,-3.8293,NULL,NULL,NULL,1
P05-5,33.181,-3.979,P05-5,23/03/2006 08:03:00,33.18114,-3.97949,NULL,NULL,NULL,1
P04-5,33.176,-3.991,P04-5,13/04/2006 17:10:00,33.17586,-3.9908,06P49D,33.17797,-3.99498,1
P03-1B,33.158,-4.020,P03-1b,11/3/2006 8:18,33.15829,-4.02029,NULL,NULL,NULL,1
P05-3,33.172,-3.937,P05-3,15/03/2006 07:10:00,33.17236,-3.93711,06P46L,33.18021,-3.96078,1
P06-6,33.221,-3.985,P06-6,26/03/2005 00:00:00,33.22106,-3.98526,NULL,NULL,NULL,1
P03-3B,33.176,-4.058,P03-3B,12/4/2005 0:00,33.1761,-4.05828,NULL,NULL,NULL,1
P09-1,33.228,-3.835,P09-1,28/04/2006 06:12:00,33.22805,-3.83545,NULL,NULL,NULL,1
P04-9,33.219,-4.062,P04-9,16/03/2006 17:58:00,33.21895,-4.06241,NULL,NULL,NULL,1
P11-5,33.304,-3.905,P11-5,29/04/2006 07:01:00,33.304,-3.90548,NULL,NULL,NULL,1
P02-6,33.149,-4.063,P02-6,4/5/2006 17:20,33.14915,-4.06303,NULL,NULL,NULL,1
P10-5,33.286,-3.910,P10-5,29/04/2005 00:00:00,33.2862,-3.9097,NULL,NULL,NULL,1
P10-8,33.303,-3.948,P10-8,29/04/2005 00:00:00,33.30266,-3.94775,NULL,NULL,NULL,1
P06-7,33.230,-4.005,P06-7,24/03/2006 06:15:00,33.23025,-4.00459,NULL,NULL,NULL,1
P12-3,33.304,-3.824,P12-3,25/03/2006 06:57:00,33.30424,-3.8242,06P03H,33.30572,-3.81011,1
P04-6,33.184,-4.004,P04-6,29/03/2006 07:05:00,33.18443,-4.00404,NULL,NULL,NULL,1
P06-6,33.221,-3.985,P06-6,3/5/2005 0:00,33.22106,-3.98526,NULL,NULL,NULL,1
P10-3,33.276,-3.866,P10-3,13/05/2005 00:00:00,33.27558,-3.86593,NULL,NULL,NULL,1
P12-2,33.298,-3.804,P12-2,16/05/2006 05:56:00,33.29775,-3.80351,NULL,NULL,NULL,1
P08-7,33.270,-3.971,P08-7,18/05/2006 07:03:00,33.26993,-3.97117,NULL,NULL,NULL,1
P12-5,33.317,-3.864,P12-5,14/04/2006 07:39:00,33.31687,-3.86446,NULL,NULL,NULL,1
P10-1,33.254,-3.829,P10-1,15/04/2006 08:00:00,33.25445,-3.8293,NULL,NULL,NULL,1
P08-5,33.243,-3.936,P08-5,18/04/2006 18:00:00,33.24334,-3.93573,06P06N,33.23041,-3.945,1
P08-7,33.270,-3.971,P08-7,19/04/2006 17:40:00,33.26993,-3.97117,NULL,NULL,NULL,1
P04-C,33.221,-3.950,P04c,22/04/2006 06:44:00,33.22089,-3.95048,NULL,NULL,NULL,1
P12-6,33.323,-3.884,P12-6,27/04/2006 07:53:00,33.3231,-3.88448,NULL,NULL,NULL,1
P09-6,33.271,-3.931,P09-6,28/04/2006 16:25:00,33.27127,-3.93145,NULL,NULL,NULL,1
P10-1,33.254,-3.829,P10-1,28/04/2006 18:10:00,33.25445,-3.8293,NULL,NULL,NULL,1
P06-6,33.221,-3.985,P06-6,2/5/2006 17:50,33.22106,-3.98526,NULL,NULL,NULL,1
P05-4,33.176,-3.959,P05-4,15/02/2005 00:00:00,33.17586,-3.95855,NULL,NULL,NULL,1
P05-7,33.181,-4.030,P05-7,15/02/2005 00:00:00,33.18125,-4.02987,NULL,NULL,NULL,1
P05-4B,33.174,-3.949,P05-4B,18/03/2005 00:00:00,33.17422,-3.94921,NULL,NULL,NULL,1
P03-C,33.265,-3.882,P03C,18/05/2006 07:07:00,33.26451,-3.88204,NULL,NULL,NULL,1
P05-4,33.176,-3.959,P05-4,23/05/2006 07:08:00,33.17586,-3.95855,NULL,NULL,NULL,1
P12-3,33.304,-3.824,P12-3,29/05/2006 17:51:00,33.30424,-3.8242,NULL,NULL,NULL,1
P06-3,33.202,-3.919,P06-3,31/05/2006 06:10:00,33.2023,-3.91902,NULL,NULL,NULL,1
P07-5,33.235,-3.948,P07-5,2/6/2006 5:59,33.23492,-3.94798,NULL,NULL,NULL,1
P03-C,33.265,-3.882,P03C,5/6/2006 18:03,33.26451,-3.88204,NULL,NULL,NULL,1
P03-2,33.131,-3.977,P03-2,6/6/2006 6:00,33.13055,-3.97684,NULL,NULL,NULL,1
P02-7,33.146,-4.081,P02-7,6/6/2006 7:45,33.14584,-4.08143,NULL,NULL,NULL,1
P03-3,33.145,-3.994,P03-3,10/1/2006 10:10,33.14457,-3.99378,06P01S,33.15229,-3.99361,1
P05-8,33.203,-4.046,P05-8,13/01/2006 00:00:00,33.20322,-4.04595,NULL,NULL,NULL,1
P13-4,33.334,-3.801,P13-4,14/01/2006 00:00:00,33.33416,-3.80139,NULL,NULL,NULL,1
P12-6,33.323,-3.884,P12-6,14/01/2006 09:59:00,33.3231,-3.88448,NULL,NULL,NULL,1
P12-4,33.310,-3.846,P12-4,20/01/2006 08:30:00,33.30964,-3.84591,06P05V,33.30706,-3.8589,1
P12-4,33.310,-3.846,P12-4,20/01/2006 08:30:00,33.30964,-3.84591,06P04V,33.30497,-3.84742,1
P03-1,33.115,-3.961,P03-1,23/01/2006 00:00:00,33.11466,-3.96077,NULL,NULL,NULL,1
P04-2,33.145,-3.936,P04-2,23/01/2006 16:57:00,33.14471,-3.93644,NULL,NULL,NULL,1
P06-3,33.202,-3.919,P06-3,27/01/2006 08:24:00,33.2023,-3.91902,NULL,NULL,NULL,1
P09-2,33.234,-3.856,P09-2,28/01/2006 00:00:00,33.23379,-3.85593,NULL,NULL,NULL,1
P03-4B,33.180,-4.076,P03-4B,2/2/2007 8:45,33.18039,-4.07642,NULL,NULL,NULL,1
P08-3,33.226,-3.901,P08-3,8/2/2007 7:21,33.22589,-3.90139,s001,33.2459,-3.90737,1
P08-6,33.255,-3.958,P08-6,9/2/2007 7:32,33.25544,-3.9577,L070,33.27191,-3.96674,1
P08-1,33.204,-3.864,P08-1,14/02/2007 06:48:00,33.20401,-3.86441,NULL,NULL,NULL,1
P09-2,33.234,-3.856,P09-2,15/02/2007 07:10:00,33.23379,-3.85593,NULL,NULL,NULL,1
P05-7,33.181,-4.030,P05-7,31/01/2006 10:20:00,33.18125,-4.02987,06P12L,33.17976,-4.02017,1
P02-C,33.295,-3.841,P02c,1/2/2006 0:00,33.29458,-3.84073,NULL,NULL,NULL,1
P03-C,33.265,-3.882,P03c,1/2/2006 0:00,33.26451,-3.88204,NULL,NULL,NULL,1
P02-7,33.146,-4.081,P02-7,2/2/2006 0:00,33.14584,-4.08143,NULL,NULL,NULL,1
P13-2,33.322,-3.773,P13-2,2/2/2006 8:50,33.32243,-3.77311,06P16L,33.32193,-3.77853,1
P09-6,33.271,-3.931,P09-6,3/2/2006 8:25,33.27127,-3.93145,l034,33.28445,-3.91839,1
P03-5,33.176,-4.021,P03-5,3/2/2006 9:20,33.1755,-4.02089,NULL,NULL,NULL,1
P07-2,33.210,-3.890,P07-2,24/02/2007 06:50:00,33.21034,-3.88954,07P13V,33.21536,-3.8981,1
P07-2,33.210,-3.890,P07-2,24/02/2007 06:50:00,33.21034,-3.88954,07P12V,33.21994,-3.89353,1
P03-1B,33.158,-4.020,P03-1b,28/02/2007 06:55:00,33.15829,-4.02029,NULL,NULL,NULL,1
P03-5B,33.163,-4.082,P03-5b,28/02/2007 08:25:00,33.16251,-4.08175,NULL,NULL,NULL,1
P10-5,33.286,-3.910,P10-5,2/3/2007 7:45,33.2862,-3.9097,07P05S,33.29049,-3.9032,1
P02-7,33.146,-4.081,P02-7,8/5/2006 17:10,33.14584,-4.08143,NULL,NULL,NULL,1
P05-8,33.203,-4.046,P05-8,10/5/2006 18:03,33.20322,-4.04595,NULL,NULL,NULL,1
P03-2,33.131,-3.977,P03-2,13/05/2006 06:02:00,33.13055,-3.97684,06P18A,33.13732,-3.97882,1
P02-C,33.295,-3.841,P02C,15/05/2006 18:04:00,33.29458,-3.84073,NULL,NULL,NULL,1
P05-C,33.232,-3.965,P05C,15/05/2006 18:33:00,33.23212,-3.96543,NULL,NULL,NULL,1
P13-5,33.342,-3.821,P13-5,17/05/2006 18:45:00,33.34199,-3.82083,NULL,NULL,NULL,1
P05-5,33.181,-3.979,P05-5,23/05/2006 06:50:00,33.18114,-3.97949,NULL,NULL,NULL,1
P09-5,33.262,-3.912,P09-5,24/05/2006 06:56:00,33.26152,-3.91198,06P46S,33.26759,-3.90956,1
P07-1,33.196,-3.876,P07-1,2/6/2006 4:57,33.19586,-3.87636,NULL,NULL,NULL,1
P03-5,33.176,-4.021,P03-5,6/6/2006 7:00,33.1755,-4.02089,NULL,NULL,NULL,1
P09-7,33.280,-3.949,P09-7,10/3/2007 7:05,33.28004,-3.94882,NULL,NULL,NULL,1
P11-2,33.269,-3.846,P11-2,14/03/2007 08:21:00,33.26859,-3.84598,NULL,NULL,NULL,1
P02-7,33.146,-4.081,P02-7,17/01/2008 08:08:00,33.14584,-4.08143,NULL,NULL,NULL,1
P07-4,33.223,-3.932,P07-4,22/01/2008 08:04:00,33.22265,-3.93226,NULL,NULL,NULL,1
P12-5,33.317,-3.864,P12-5,22/01/2008 08:32:00,33.31687,-3.86446,NULL,NULL,NULL,1
P09-6,33.271,-3.931,P09-6,4/2/2008 7:52,33.27127,-3.93145,NULL,NULL,NULL,1
P10-7,33.298,-3.967,P10-7,8/2/2008 0:00,33.29785,-3.96654,NULL,NULL,NULL,1
P04-1,33.136,-3.921,P04-1,13/02/2008 07:13:00,33.13625,-3.92145,08P07H,33.13171,-3.94554,1
P04-2,33.145,-3.936,P04-2,13/02/2008 08:40:00,33.14471,-3.93644,H013,33.14796,-3.94089,1
P04-4,33.166,-3.973,P04-4,13/02/2008 09:28:00,33.16576,-3.97293,08P06H,33.16031,-3.95434,1
P12-1,33.291,-3.783,P12-1,27/02/2008 06:59:00,33.29143,-3.78331,08P07A,33.28997,-3.80966,1
P01-C,33.286,-3.825,P01C,4/3/2008 8:30,33.28568,-3.82545,NULL,NULL,NULL,1
P05-C,33.232,-3.965,P05c,16/02/2006 08:17:00,33.23212,-3.96543,NULL,NULL,NULL,1
P09-8,33.285,-3.976,P09-8,18/02/2006 08:46:00,33.2847,-3.97554,NULL,NULL,NULL,1
P10-1,33.254,-3.829,P10-1,11/3/2008 6:40,33.25445,-3.8293,08P03Q,33.26122,-3.84069,1
P10-1,33.254,-3.829,P10-1,11/3/2008 6:40,33.25445,-3.8293,08P15H,33.25485,-3.84503,1
P04-3,33.156,-3.955,P04-3,11/3/2008 7:55,33.15564,-3.95461,08P09C,33.14549,-3.96541,1
P08-5,33.243,-3.936,P08-5,12/3/2008 6:43,33.24334,-3.93573,08P15R,33.24581,-3.93773,1
P08-5,33.243,-3.936,P08-5,12/3/2008 6:43,33.24334,-3.93573,08P16R,33.25056,-3.93356,1
P02-3,33.120,-4.008,P02-3,21/02/2006 09:34:00,33.11964,-4.008,NULL,NULL,NULL,1
P06-9,33.236,-4.032,P06-9,21/02/2006 09:53:00,33.23574,-4.03174,NULL,NULL,NULL,1
P03-5,33.176,-4.021,P03-5,23/02/2006 09:34:00,33.1755,-4.02089,NULL,NULL,NULL,1
P01-C,33.286,-3.825,P01C,14/03/2008 06:35:00,33.28568,-3.82545,NULL,NULL,NULL,1
P10-8,33.303,-3.948,P10-8,14/03/2008 07:00:00,33.30266,-3.94775,NULL,NULL,NULL,1
P02-C,33.295,-3.841,P02c,14/03/2008 07:01:00,33.29458,-3.84073,NULL,NULL,NULL,1
P13-5,33.342,-3.821,P13-5,6/3/2006 7:03,33.34199,-3.82083,NULL,NULL,NULL,1
P08-C,33.207,-3.982,P08c,8/3/2006 6:50,33.20717,-3.98211,06P03N,33.20701,-3.97383,1
P08-C,33.207,-3.982,P08c,8/3/2006 6:50,33.20717,-3.98211,06P01Q,33.21461,-3.97592,1
P02-5,33.146,-4.041,P02-5,19/03/2007 07:45:00,33.1462,-4.04137,NULL,NULL,NULL,1
P04-1,33.136,-3.921,P04-1,20/03/2007 06:30:00,33.13625,-3.92145,NULL,NULL,NULL,1
P06-3,33.202,-3.919,P06-3,21/03/2007 06:53:00,33.2023,-3.91902,A011,33.19738,-3.92685,1
P06-8,33.242,-4.022,P06-8,23/03/2007 17:12:00,33.242,-4.02248,NULL,NULL,NULL,1
P04-2,33.145,-3.936,P04-2,25/03/2008 06:32:00,33.14471,-3.93644,NULL,NULL,NULL,1
P05-8,33.203,-4.046,P05-8,28/03/2008 00:00:00,33.20322,-4.04595,NULL,NULL,NULL,1
P09-5,33.262,-3.912,P09-5,29/03/2008 06:32:00,33.26152,-3.91198,08P23D,33.2618,-3.90716,1
P08-1,33.204,-3.864,P08-1,29/03/2008 06:34:00,33.20401,-3.86441,NULL,NULL,NULL,1
P09-8,33.285,-3.976,P09-8,29/03/2008 07:38:00,33.2847,-3.97554,NULL,NULL,NULL,1
P06-8,33.242,-4.022,P06-8,1/4/2008 7:20,33.242,-4.02248,NULL,NULL,NULL,1
P07-4,33.223,-3.932,P07-4,4/4/2007 7:10,33.22265,-3.93226,NULL,NULL,NULL,1
P10-6,33.291,-3.930,P10-6,5/4/2007 7:00,33.29113,-3.93042,07P06T,33.28417,-3.92603,1
P09-6,33.271,-3.931,P09-6,10/3/2006 8:43,33.27127,-3.93145,06P06Q,33.27926,-3.94128,1
P04-4,33.166,-3.973,P04-4,16/03/2006 08:30:00,33.16576,-3.97293,NULL,NULL,NULL,1
P07-4,33.223,-3.932,P07-4,15/04/2008 07:00:00,33.22265,-3.93226,08P20M,33.22957,-3.93677,1
P05-3,33.172,-3.937,P05-3,14/04/2007 05:46:00,33.17236,-3.93711,07P08A,33.18177,-3.95032,1
P06-2,33.198,-3.898,P06-2,14/04/2007 06:09:00,33.19825,-3.89789,H009,33.19944,-3.90204,1
P06-2,33.198,-3.898,P06-2,14/04/2007 06:09:00,33.19825,-3.89789,H009,33.19944,-3.90204,1
P06-2,33.198,-3.898,P06-2,14/04/2007 06:09:00,33.19825,-3.89789,07P12H,33.20268,-3.90315,1
P10-9,33.311,-3.967,P10-9,20/04/2007 07:18:00,33.31143,-3.96744,NULL,NULL,NULL,1
P08-7,33.270,-3.971,P08-7,26/04/2007 08:22:00,33.26993,-3.97117,NULL,NULL,NULL,1
P02-1,33.100,-3.968,P02-1,3/5/2007 5:33,33.10033,-3.96792,NULL,NULL,NULL,1
P07-7,33.255,-3.993,P07-7,4/5/2007 7:41,33.25453,-3.99276,NULL,NULL,NULL,1
P04-2,33.145,-3.936,P04-2,22/04/2008 06:15:00,33.14471,-3.93644,NULL,NULL,NULL,1
P09-4,33.252,-3.893,P09-4,22/04/2008 07:13:00,33.25192,-3.89307,NULL,NULL,NULL,1
P06-7,33.230,-4.005,P06-7,23/04/2008 07:04:00,33.23025,-4.00459,08P18H,33.22967,-4.00662,1
P02-C,33.295,-3.841,P02c,17/03/2006 06:56:00,33.29458,-3.84073,06P05T,33.32041,-3.866,1
P03-3,33.145,-3.994,P03-3,20/03/2006 00:00:00,33.14457,-3.99378,NULL,NULL,NULL,1
P07-1,33.196,-3.876,P07-1,25/03/2006 05:54:00,33.19586,-3.87636,NULL,NULL,NULL,1
P04-9,33.219,-4.062,P04-9,29/03/2006 08:04:00,33.21895,-4.06241,NULL,NULL,NULL,1
P07-3,33.217,-3.912,P07-3,30/03/2006 06:55:00,33.21661,-3.91157,06P38S,33.22111,-3.90725,1
P05-7,33.181,-4.030,P05-7,30/03/2006 07:19:00,33.18125,-4.02987,NULL,NULL,NULL,1
P06-5,33.209,-3.964,P06-5,15/05/2007 06:47:00,33.20911,-3.96433,NULL,NULL,NULL,1
P05-4,33.176,-3.959,P05-4,16/05/2007 06:24:00,33.17586,-3.95855,NULL,NULL,NULL,1
P04-9,33.219,-4.062,P04-9,17/05/2007 07:09:00,33.21895,-4.06241,NULL,NULL,NULL,1
P02-2,33.110,-3.988,P02-2,18/05/2007 05:33:00,33.10997,-3.98805,07P06A,33.11064,-3.99562,1
P02-4,33.133,-4.024,P02-4,18/05/2007 06:44:00,33.13312,-4.02376,NULL,NULL,NULL,1
P05-5,33.181,-3.979,P05-5,2/5/2008 6:52,33.18114,-3.97949,08P42R,33.17585,-3.99896,1
P07-2,33.210,-3.890,P07-2,13/04/2006 06:21:00,33.21034,-3.88954,NULL,NULL,NULL,1
P03-5,33.176,-4.021,P03-5,13/04/2006 07:34:00,33.1755,-4.02089,NULL,NULL,NULL,1
P03-1,33.115,-3.961,P03-1,24/05/2007 05:07:00,33.11466,-3.96077,NULL,NULL,NULL,1
P06-5,33.209,-3.964,P06-5,18/04/2006 06:47:00,33.20911,-3.96433,NULL,NULL,NULL,1
P01-C,33.286,-3.825,P01C,18/04/2006 17:04:00,33.28568,-3.82545,NULL,NULL,NULL,1
P05-C,33.232,-3.965,P05c,22/04/2006 06:59:00,33.23212,-3.96543,NULL,NULL,NULL,1
P09-5,33.262,-3.912,P09-5,28/04/2006 08:00:00,33.26152,-3.91198,NULL,NULL,NULL,1
P02-3,33.120,-4.008,P02-3,2/5/2006 17:45,33.11964,-4.008,NULL,NULL,NULL,1
P05-5,33.181,-3.979,P05-5,4/5/2006 6:28,33.18114,-3.97949,NULL,NULL,NULL,1
P07-5,33.235,-3.948,P07-5,5/5/2006 17:46,33.23492,-3.94798,NULL,NULL,NULL,1
P06-8,33.242,-4.022,P06-8,6/5/2006 6:19,33.242,-4.02248,011Z,33.22795,-3.9919,1
P03-2B,33.168,-4.044,P03-2B,9/5/2006 17:58,33.16835,-4.04417,NULL,NULL,NULL,1
P04-2,33.145,-3.936,P04-2,6/5/2008 6:09,33.14471,-3.93644,NULL,NULL,NULL,1
P07-3,33.217,-3.912,P07-3,6/5/2008 7:04,33.21661,-3.91157,NULL,NULL,NULL,1
P09-5,33.262,-3.912,P09-5,6/5/2008 7:05,33.26152,-3.91198,NULL,NULL,NULL,1
P03-1,33.115,-3.961,P03-1,13/05/2008 05:54:00,33.11466,-3.96077,NULL,NULL,NULL,1
P03-3,33.145,-3.994,P03-3,13/05/2008 06:39:00,33.14457,-3.99378,NULL,NULL,NULL,1
P05-4,33.176,-3.959,P05-4,12/5/2006 6:16,33.17586,-3.95855,NULL,NULL,NULL,1
P04-C,33.221,-3.950,P04C,15/05/2006 18:17:00,33.22089,-3.95048,NULL,NULL,NULL,1
P09-1,33.228,-3.835,P09-1,16/05/2006 05:40:00,33.22805,-3.83545,NULL,NULL,NULL,1
P08-6,33.255,-3.958,P08-6,10/6/2006 6:17,33.25544,-3.9577,NULL,NULL,NULL,1
P09-2,33.234,-3.856,P09-2,15/01/2008 07:50:00,33.23379,-3.85593,08P01Q,33.24601,-3.86831,1
P09-4,33.252,-3.893,P09-4,16/01/2008 07:30:00,33.25192,-3.89307,NULL,NULL,NULL,1
P03-C,33.265,-3.882,P03c,17/01/2008 08:50:00,33.26451,-3.88204,NULL,NULL,NULL,1
P03-1,33.115,-3.961,P03-1,18/01/2008 07:55:00,33.11466,-3.96077,NULL,NULL,NULL,1
P07-2,33.210,-3.890,P07-2,29/01/2008 07:20:00,33.21034,-3.88954,NULL,NULL,NULL,1
P13-2,33.322,-3.773,P13-2,29/01/2008 07:41:00,33.32243,-3.77311,NULL,NULL,NULL,1
P03-2,33.131,-3.977,P03-2,30/01/2008 07:34:00,33.13055,-3.97684,08P02A,33.13651,-3.99399,1
P09-4,33.252,-3.893,P09-4,31/01/2008 08:24:00,33.25192,-3.89307,08P09D,33.26287,-3.90844,1
P04-5,33.176,-3.991,P04-5,25/03/2005 00:00:00,33.17586,-3.9908,NULL,NULL,NULL,1
P09-6,33.271,-3.931,P09-6,25/03/2005 07:00:00,33.27127,-3.93145,05P33N,33.27674,-3.94034,1
P09-6,33.271,-3.931,P09-6,25/03/2005 07:00:00,33.27127,-3.93145,05P32N,33.26944,-3.94035,1
P09-6,33.271,-3.931,P09-6,25/03/2005 07:00:00,33.27127,-3.93145,05P31N,33.27363,-3.9241,1
P09-7,33.280,-3.949,P09-7,25/03/2005 00:00:00,33.28004,-3.94882,NULL,NULL,NULL,1
P05-2,33.170,-3.912,P05-2,26/03/2005 00:00:00,33.16954,-3.91237,NULL,NULL,NULL,1
P11-4,33.295,-3.882,P11-4,7/4/2005 0:00,33.29457,-3.88211,NULL,NULL,NULL,1
P06-8,33.242,-4.022,P06-8,15/02/2008 08:37:00,33.242,-4.02248,NULL,NULL,NULL,1
P02-7,33.146,-4.081,P02-7,20/02/2008 09:07:00,33.14584,-4.08143,NULL,NULL,NULL,1
P05-2,33.170,-3.912,P05-2,26/02/2008 07:08:00,33.16954,-3.91237,08P08M,33.1651,-3.92576,1
P09-3,33.243,-3.875,P09-3,28/02/2008 07:36:00,33.24265,-3.87467,08P08D,33.25371,-3.89291,1
P08-1,33.204,-3.864,P08-1,29/02/2008 06:52:00,33.20401,-3.86441,NULL,NULL,NULL,1
P07-7,33.255,-3.993,P07-7,4/3/2008 0:00,33.25453,-3.99276,NULL,NULL,NULL,1
P13-4,33.334,-3.801,P13-4,11/3/2008 7:32,33.33416,-3.80139,NULL,NULL,NULL,1
P08-4,33.234,-3.917,P08-4,11/3/2008 7:53,33.23359,-3.91744,08P13R,33.24123,-3.93848,1
P08-4,33.234,-3.917,P08-4,11/3/2008 7:53,33.23359,-3.91744,08P14R,33.24384,-3.94626,1
P09-1,33.228,-3.835,P09-1,13/03/2008 06:25:00,33.22805,-3.83545,NULL,NULL,NULL,1
P10-9,33.311,-3.967,P10-9,14/03/2008 08:18:00,33.31143,-3.96744,NULL,NULL,NULL,1
P09-7,33.280,-3.949,P09-7,18/03/2008 08:08:00,33.28004,-3.94882,NULL,NULL,NULL,1
P06-2,33.198,-3.898,P06-2,31/01/2007 07:33:00,33.19825,-3.89789,NULL,NULL,NULL,1
P03-3,33.145,-3.994,P03-3,26/03/2008 07:26:00,33.14457,-3.99378,NULL,NULL,NULL,1
P03-5,33.176,-4.021,P03-5,26/03/2008 08:26:00,33.1755,-4.02089,NULL,NULL,NULL,1
P03-C,33.265,-3.882,P03C,29/03/2008 08:09:00,33.26451,-3.88204,NULL,NULL,NULL,1
P08-2,33.216,-3.883,P08-2,7/2/2007 8:00,33.21649,-3.88286,07P01L,33.22024,-3.89367,1
P05-8,33.203,-4.046,P05-8,14/02/2007 07:38:00,33.20322,-4.04595,NULL,NULL,NULL,1
P08-3,33.226,-3.901,P08-3,14/02/2007 07:48:00,33.22589,-3.90139,07P11D,33.22087,-3.89613,1
P08-3,33.226,-3.901,P08-3,14/02/2007 07:48:00,33.22589,-3.90139,d034,33.22139,-3.90228,1
P13-5,33.342,-3.821,P13-5,14/02/2007 08:59:00,33.34199,-3.82083,NULL,NULL,NULL,1
P02-C,33.295,-3.841,P02c,22/02/2007 07:28:00,33.29458,-3.84073,NULL,NULL,NULL,1
P11-2,33.269,-3.846,P11-2,23/02/2007 06:52:00,33.26859,-3.84598,07P08Q,33.27615,-3.85595,1
P10-6,33.291,-3.930,P10-6,23/02/2007 07:05:00,33.29113,-3.93042,NULL,NULL,NULL,1
P09-7,33.280,-3.949,P09-7,23/02/2007 07:34:00,33.28004,-3.94882,07P10V,33.27739,-3.94219,1
P10-7,33.298,-3.967,P10-7,23/02/2007 08:12:00,33.29785,-3.96654,NULL,NULL,NULL,1
P04-C,33.221,-3.950,P04c,13/01/2006 00:00:00,33.22089,-3.95048,NULL,NULL,NULL,1
P07-8,33.269,-3.999,P07-8,13/01/2006 00:00:00,33.2688,-3.99921,NULL,NULL,NULL,1
